월(Monthly),구분,시군구,미분양현황
전국,계,57.0,215.0
서울,계,574.0,
부산,계,5.0,295.0
대구,계,3.0,274.0
인천,계,1.0,196.0
광주,계,2.0,156.0
대전,계,398.0,
울산,계,2.0,89.0
경기,계,10.0,472.0
강원,계,4.0,491.0
충북,계,2.0,11.0
충남,계,6.0,715.0
전북,계,2.0,483.0
전남,계,3.0,800.0
경북,계,3.0,316.0
경남,계,8.0,662.0
제주,계,283.0,
전국,계,73.0,772.0
서울,계,529.0,
부산,계,9.0,9.0
대구,계,8.0,732.0
인천,계,426.0,
광주,계,6.0,506.0
대전,계,597.0,
울산,계,996.0,
경기,계,3.0,769.0
강원,계,5.0,314.0
충북,계,2.0,608.0
충남,계,7.0,764.0
전북,계,5.0,163.0
전남,계,4.0,515.0
경북,계,5.0,971.0
경남,계,11.0,784.0
제주,계,89.0,
서울,계,697.0,
서울,종로구,,
서울,중구,,
서울,용산구,,
서울,성동구,,
서울,광진구,187.0,
서울,동대문구,,
서울,중랑구,,
서울,성북구,404.0,
서울,강북구,,
서울,도봉구,,
서울,노원구,,
서울,은평구,,
서울,서대문구,,
서울,마포구,,
서울,양천구,106.0,
서울,강서구,,
서울,구로구,,
서울,금천구,,
서울,영등포구,,
서울,동작구,,
서울,관악구,,
서울,서초구,,
서울,강남구,,
서울,송파구,,
서울,강동구,,
부산,계,8.0,680.0
부산,중구,7.0,
부산,서구,33.0,
부산,동구,46.0,
부산,영도구,190.0,
부산,부산진구,539.0,
부산,동래구,409.0,
부산,남구,481.0,
부산,북구,504.0,
부산,해운대구,438.0,
부산,사하구,548.0,
부산,금정구,594.0,
부산,강서구,1.0,720.0
부산,연제구,449.0,
부산,수영구,316.0,
부산,사상구,15.0,
부산,기장군,2.0,391.0
대구,계,9.0,467.0
대구,중구,114.0,
대구,동구,1.0,184.0
대구,서구,242.0,
대구,남구,291.0,
대구,북구,866.0,
대구,수성구,2.0,608.0
대구,달서구,3.0,114.0
대구,달성군,1.0,48.0
인천,계,243.0,
인천,중구,0.0,
인천,동구,0.0,
인천,남구,38.0,
인천,연수구,0.0,
인천,남동구,22.0,
인천,부평구,127.0,
인천,계양구,2.0,
인천,서구,40.0,
인천,강화군,14.0,
인천,옹진군,,
광주,계,7.0,5.0
광주,동구,7.0,
광주,서구,288.0,
광주,남구,289.0,
광주,북구,998.0,
광주,광산구,5.0,423.0
대전,계,819.0,
대전,동구,216.0,
대전,중구,159.0,
대전,서구,116.0,
대전,유성구,282.0,
대전,대덕구,46.0,
울산,계,1.0,180.0
울산,중구,73.0,
울산,남구,619.0,
울산,동구,24.0,
울산,북구,104.0,
울산,울주군,360.0,
경기,계,819.0,
경기,수원시,216.0,
경기,성남시,159.0,
경기,의정부시,116.0,
경기,안양시,282.0,
경기,부천시,46.0,
경기,광명시,1.0,180.0
경기,평택시,73.0,
경기,동두천시,619.0,
경기,안산시,24.0,
경기,고양시,104.0,
경기,과천시,360.0,
경기,구리시,32.0,
경기,남양주시,204.0,
경기,오산시,433.0,
경기,시흥시,23.0,
경기,군포시,0.0,
경기,의왕시,0.0,
경기,하남시,0.0,
경기,용인시,0.0,
경기,파주시,1.0,
경기,이천시,473.0,
경기,안성시,619.0,
경기,김포시,119.0,
경기,양주시,,
경기,여주군,167.0,
경기,화성시,117.0,
경기,광주시,87.0,
경기,연천군,262.0,
경기,포천시,231.0,
경기,가평군,,
경기,양평군,,
강원,계,5.0,312.0
강원,춘천시,932.0,
강원,원주시,1.0,534.0
강원,강릉시,692.0,
강원,동해시,63.0,
강원,태백시,300.0,
강원,속초시,0.0,
강원,삼척시,380.0,
강원,홍천군,246.0,
강원,횡성군,18.0,
강원,영월군,0.0,
강원,평창군,610.0,
강원,정선군,0.0,
강원,철원군,342.0,
강원,화천군,,
강원,양구군,,
강원,인제군,40.0,
강원,고성군,155.0,
강원,양양군,,
충북,계,2.0,548.0
충북,청주시,279.0,
충북,충주시,541.0,
충북,제천시,1.0,364.0
충북,청원군,140.0,
충북,보은군,0.0,
충북,옥천군,0.0,
충북,영동군,34.0,
충북,증평군,80.0,
충북,진천군,0.0,
충북,괴산군,0.0,
충북,음성군,28.0,
충북,단양군,82.0,
충남,계,7.0,449.0
충남,천안시,606.0,
충남,공주시,175.0,
충남,보령시,878.0,
충남,아산시,1.0,262.0
충남,서산시,1.0,106.0
충남,논산시,39.0,
충남,계룡시,1.0,27.0
충남,금산군,2.0,
충남,연기군,1.0,76.0
충남,부여군,0.0,
충남,서천군,0.0,
충남,청양군,0.0,
충남,홍성군,37.0,
충남,예산군,427.0,
충남,태안군,9.0,
충남,당진군,805.0,
전북,계,5.0,179.0
전북,전주시,759.0,
전북,군산시,2.0,815.0
전북,익산시,490.0,
전북,정읍시,0.0,
전북,남원시,86.0,
전북,김제시,0.0,
전북,완주군,622.0,
전북,진안군,0.0,
전북,무주군,52.0,
전북,장수군,,
전북,임실군,197.0,
전북,순창군,33.0,
전북,고창군,,
전북,부안군,125.0,
전남,계,5.0,374.0
전남,목포시,1.0,706.0
전남,여수시,701.0,
전남,순천시,2.0,111.0
전남,나주시,389.0,
전남,광양시,36.0,
전남,담양군,0.0,
전남,곡성군,0.0,
전남,구례군,32.0,
전남,고흥군,22.0,
전남,보성군,0.0,
전남,화순군,0.0,
전남,장흥군,,
전남,강진군,24.0,
전남,해남군,32.0,
전남,영암군,49.0,
전남,무안군,,
전남,함평군,,
전남,영광군,55.0,
전남,장성군,,
전남,완도군,,
전남,진도군,73.0,
전남,신안군,,
경북,계,6.0,210.0
경북,포항시,647.0,
경북,경주시,130.0,
경북,김천시,102.0,
경북,안동시,379.0,
경북,구미시,2.0,159.0
경북,영주시,347.0,
경북,영천시,68.0,
경북,상주시,28.0,
경북,문경시,0.0,
경북,경산시,1.0,454.0
경북,군위군,,
경북,의성군,187.0,
경북,청송군,,
경북,영양군,,
경북,영덕군,,
경북,청도군,,
경북,고령군,329.0,
경북,성주군,,
경북,칠곡군,359.0,
경북,예천군,21.0,
경북,봉화군,,
경북,울진군,,
경북,울릉군,,
경남,계,11.0,772.0
경남,창원시,35.0,
경남,마산시,947.0,
경남,진주시,998.0,
경남,진해시,1.0,265.0
경남,통영시,93.0,
경남,사천시,57.0,
경남,김해시,3.0,441.0
경남,밀양시,115.0,
경남,거제시,1.0,813.0
경남,양산시,2.0,683.0
경남,의령군,1.0,
경남,함안군,224.0,
경남,창녕군,76.0,
경남,고성군,0.0,
경남,남해군,0.0,
경남,하동군,0.0,
경남,산청군,0.0,
경남,함양군,0.0,
경남,거창군,0.0,
경남,합천군,24.0,
제주,계,77.0,
제주,제주시,77.0,
제주,서귀포시,0.0,
서울,계,590.0,
서울,종로구,,
서울,중구,,
서울,용산구,,
서울,성동구,,
서울,광진구,107.0,
서울,동대문구,,
서울,중랑구,,
서울,성북구,404.0,
서울,강북구,,
서울,도봉구,,
서울,노원구,,
서울,은평구,,
서울,서대문구,,
서울,마포구,,
서울,양천구,79.0,
서울,강서구,,
서울,구로구,,
서울,금천구,,
서울,영등포구,,
서울,동작구,,
서울,관악구,,
서울,서초구,,
서울,강남구,,
서울,송파구,,
서울,강동구,,
부산,계,8.0,576.0
부산,중구,7.0,
부산,서구,21.0,
부산,동구,46.0,
부산,영도구,181.0,
부산,부산진구,551.0,
부산,동래구,266.0,
부산,남구,480.0,
부산,북구,504.0,
부산,해운대구,434.0,
부산,사하구,541.0,
부산,금정구,722.0,
부산,강서구,1.0,704.0
부산,연제구,449.0,
부산,수영구,316.0,
부산,사상구,14.0,
부산,기장군,2.0,340.0
대구,계,9.0,134.0
대구,중구,198.0,
대구,동구,1.0,139.0
대구,서구,29.0,
대구,남구,286.0,
대구,북구,844.0,
대구,수성구,2.0,514.0
대구,달서구,3.0,76.0
대구,달성군,1.0,48.0
인천,계,312.0,
인천,중구,0.0,
인천,동구,0.0,
인천,남구,38.0,
인천,연수구,0.0,
인천,남동구,17.0,
인천,부평구,68.0,
인천,계양구,2.0,
인천,서구,178.0,
인천,강화군,9.0,
인천,옹진군,,
광주,계,6.0,246.0
광주,동구,7.0,
광주,서구,624.0,
광주,남구,284.0,
광주,북구,997.0,
광주,광산구,4.0,334.0
대전,계,803.0,
대전,동구,211.0,
대전,중구,157.0,
대전,서구,116.0,
대전,유성구,273.0,
대전,대덕구,46.0,
울산,계,1.0,210.0
울산,중구,67.0,
울산,남구,658.0,
울산,동구,24.0,
울산,북구,101.0,
울산,울주군,360.0,
경기,계,3.0,361.0
경기,수원시,145.0,
경기,성남시,0.0,
경기,의정부시,86.0,
경기,안양시,0.0,
경기,부천시,88.0,
경기,광명시,0.0,
경기,평택시,132.0,
경기,동두천시,0.0,
경기,안산시,0.0,
경기,고양시,12.0,
경기,과천시,0.0,
경기,구리시,26.0,
경기,남양주시,178.0,
경기,오산시,433.0,
경기,시흥시,69.0,
경기,군포시,0.0,
경기,의왕시,0.0,
경기,하남시,0.0,
경기,용인시,0.0,
경기,파주시,0.0,
경기,이천시,473.0,
경기,안성시,606.0,
경기,김포시,38.0,
경기,양주시,256.0,
경기,여주군,155.0,
경기,화성시,96.0,
경기,광주시,,
경기,연천군,337.0,
경기,포천시,231.0,
경기,가평군,,
경기,양평군,,
강원,계,5.0,344.0
강원,춘천시,929.0,
강원,원주시,1.0,808.0
강원,강릉시,673.0,
강원,동해시,56.0,
강원,태백시,294.0,
강원,속초시,0.0,
강원,삼척시,335.0,
강원,홍천군,233.0,
강원,횡성군,18.0,
강원,영월군,,
강원,평창군,511.0,
강원,정선군,,
강원,철원군,332.0,
강원,화천군,,
강원,양구군,,
강원,인제군,40.0,
강원,고성군,115.0,
강원,양양군,,
충북,계,2.0,645.0
충북,청주시,481.0,
충북,충주시,533.0,
충북,제천시,1.0,319.0
충북,청원군,130.0,
충북,보은군,0.0,
충북,옥천군,0.0,
충북,영동군,18.0,
충북,증평군,73.0,
충북,진천군,0.0,
충북,괴산군,0.0,
충북,음성군,9.0,
충북,단양군,82.0,
충남,계,7.0,363.0
충남,천안시,617.0,
충남,공주시,175.0,
충남,보령시,878.0,
충남,아산시,1.0,200.0
충남,서산시,1.0,106.0
충남,논산시,26.0,
충남,계룡시,1.0,27.0
충남,금산군,2.0,
충남,연기군,1.0,60.0
충남,부여군,0.0,
충남,서천군,0.0,
충남,청양군,0.0,
충남,홍성군,37.0,
충남,예산군,427.0,
충남,태안군,9.0,
충남,당진군,799.0,
전북,계,5.0,98.0
전북,전주시,744.0,
전북,군산시,2.0,704.0
전북,익산시,490.0,
전북,정읍시,0.0,
전북,남원시,84.0,
전북,김제시,0.0,
전북,완주군,675.0,
전북,진안군,0.0,
전북,무주군,52.0,
전북,장수군,,
전북,임실군,197.0,
전북,순창군,27.0,
전북,고창군,,
전북,부안군,125.0,
전남,계,5.0,253.0
전남,목포시,1.0,660.0
전남,여수시,700.0,
전남,순천시,2.0,46.0
전남,나주시,389.0,
전남,광양시,36.0,
전남,담양군,0.0,
전남,곡성군,0.0,
전남,구례군,32.0,
전남,고흥군,22.0,
전남,보성군,0.0,
전남,화순군,0.0,
전남,장흥군,,
전남,강진군,23.0,
전남,해남군,30.0,
전남,영암군,49.0,
전남,무안군,124.0,
전남,함평군,,
전남,영광군,51.0,
전남,장성군,,
전남,완도군,20.0,
전남,진도군,71.0,
전남,신안군,,
경북,계,5.0,952.0
경북,포항시,640.0,
경북,경주시,121.0,
경북,김천시,65.0,
경북,안동시,375.0,
경북,구미시,1.0,743.0
경북,영주시,301.0,
경북,영천시,67.0,
경북,상주시,27.0,
경북,문경시,0.0,
경북,경산시,1.0,717.0
경북,군위군,,
경북,의성군,187.0,
경북,청송군,,
경북,영양군,,
경북,영덕군,,
경북,청도군,,
경북,고령군,329.0,
경북,성주군,,
경북,칠곡군,359.0,
경북,예천군,21.0,
경북,봉화군,,
경북,울진군,,
경북,울릉군,,
경남,계,11.0,563.0
경남,창원시,5.0,
경남,마산시,938.0,
경남,진주시,988.0,
경남,진해시,1.0,193.0
경남,통영시,74.0,
경남,사천시,57.0,
경남,김해시,3.0,420.0
경남,밀양시,112.0,
경남,거제시,1.0,799.0
경남,양산시,2.0,632.0
경남,의령군,0.0,
경남,함안군,250.0,
경남,창녕군,76.0,
경남,고성군,0.0,
경남,남해군,0.0,
경남,하동군,0.0,
경남,산청군,0.0,
경남,함양군,0.0,
경남,거창군,0.0,
경남,합천군,19.0,
제주,계,96.0,
제주,제주시,55.0,
제주,서귀포시,41.0,
서울,계,687.0,
서울,종로구,,
서울,중구,,
서울,용산구,,
서울,성동구,,
서울,광진구,187.0,
서울,동대문구,,
서울,중랑구,,
서울,성북구,404.0,
서울,강북구,,
서울,도봉구,,
서울,노원구,,
서울,은평구,,
서울,서대문구,,
서울,마포구,,
서울,양천구,96.0,
서울,강서구,,
서울,구로구,,
서울,금천구,,
서울,영등포구,,
서울,동작구,,
서울,관악구,,
서울,서초구,,
서울,강남구,,
서울,송파구,,
서울,강동구,,
부산,계,8.0,548.0
부산,중구,6.0,
부산,서구,16.0,
부산,동구,38.0,
부산,영도구,167.0,
부산,부산진구,496.0,
부산,동래구,373.0,
부산,남구,485.0,
부산,북구,504.0,
부산,해운대구,433.0,
부산,사하구,537.0,
부산,금정구,738.0,
부산,강서구,1.0,683.0
부산,연제구,461.0,
부산,수영구,336.0,
부산,사상구,13.0,
부산,기장군,2.0,262.0
대구,계,9.0,189.0
대구,중구,195.0,
대구,동구,1.0,118.0
대구,서구,241.0,
대구,남구,278.0,
대구,북구,799.0,
대구,수성구,2.0,498.0
대구,달서구,3.0,23.0
대구,달성군,1.0,37.0
인천,계,266.0,
인천,중구,0.0,
인천,동구,0.0,
인천,남구,0.0,
인천,연수구,0.0,
인천,남동구,21.0,
인천,부평구,68.0,
인천,계양구,2.0,
인천,서구,169.0,
인천,강화군,6.0,
인천,옹진군,,
광주,계,5.0,905.0
광주,동구,7.0,
광주,서구,569.0,
광주,남구,553.0,
광주,북구,997.0,
광주,광산구,3.0,779.0
대전,계,1.0,48.0
대전,동구,198.0,
대전,중구,449.0,
대전,서구,99.0,
대전,유성구,256.0,
대전,대덕구,46.0,
울산,계,1.0,687.0
울산,중구,70.0,
울산,남구,841.0,
울산,동구,23.0,
울산,북구,101.0,
울산,울주군,652.0,
경기,계,2.0,579.0
경기,수원시,187.0,
경기,성남시,0.0,
경기,의정부시,110.0,
경기,안양시,0.0,
경기,부천시,87.0,
경기,광명시,0.0,
경기,평택시,99.0,
경기,동두천시,0.0,
경기,안산시,0.0,
경기,고양시,12.0,
경기,과천시,0.0,
경기,구리시,25.0,
경기,남양주시,153.0,
경기,오산시,0.0,
경기,시흥시,40.0,
경기,군포시,0.0,
경기,의왕시,0.0,
경기,하남시,0.0,
경기,용인시,0.0,
경기,파주시,0.0,
경기,이천시,218.0,
경기,안성시,576.0,
경기,김포시,38.0,
경기,양주시,224.0,
경기,여주군,144.0,
경기,화성시,98.0,
경기,광주시,,
경기,연천군,337.0,
경기,포천시,231.0,
경기,가평군,,
경기,양평군,,
강원,계,5.0,801.0
강원,춘천시,1.0,588.0
강원,원주시,1.0,666.0
강원,강릉시,577.0,
강원,동해시,58.0,
강원,태백시,290.0,
강원,속초시,0.0,
강원,삼척시,333.0,
강원,홍천군,225.0,
강원,횡성군,5.0,
강원,영월군,0.0,
강원,평창군,542.0,
강원,정선군,0.0,
강원,철원군,322.0,
강원,화천군,,
강원,양구군,,
강원,인제군,40.0,
강원,고성군,155.0,
강원,양양군,,
충북,계,2.0,565.0
충북,청주시,429.0,
충북,충주시,517.0,
충북,제천시,1.0,241.0
충북,청원군,132.0,
충북,보은군,0.0,
충북,옥천군,0.0,
충북,영동군,18.0,
충북,증평군,83.0,
충북,진천군,0.0,
충북,괴산군,0.0,
충북,음성군,63.0,
충북,단양군,82.0,
충남,계,7.0,446.0
충남,천안시,545.0,
충남,공주시,386.0,
충남,보령시,846.0,
충남,아산시,1.0,145.0
충남,서산시,1.0,106.0
충남,논산시,26.0,
충남,계룡시,1.0,27.0
충남,금산군,66.0,
충남,연기군,1.0,35.0
충남,부여군,0.0,
충남,서천군,0.0,
충남,청양군,0.0,
충남,홍성군,37.0,
충남,예산군,425.0,
충남,태안군,9.0,
충남,당진군,793.0,
전북,계,5.0,184.0
전북,전주시,803.0,
전북,군산시,2.0,704.0
전북,익산시,484.0,
전북,정읍시,0.0,
전북,남원시,84.0,
전북,김제시,0.0,
전북,완주군,708.0,
전북,진안군,0.0,
전북,무주군,52.0,
전북,장수군,,
전북,임실군,197.0,
전북,순창군,27.0,
전북,고창군,,
전북,부안군,125.0,
전남,계,4.0,887.0
전남,목포시,1.0,614.0
전남,여수시,700.0,
전남,순천시,1.0,741.0
전남,나주시,389.0,
전남,광양시,36.0,
전남,담양군,0.0,
전남,곡성군,0.0,
전남,구례군,30.0,
전남,고흥군,21.0,
전남,보성군,0.0,
전남,화순군,0.0,
전남,장흥군,,
전남,강진군,23.0,
전남,해남군,30.0,
전남,영암군,48.0,
전남,무안군,127.0,
전남,함평군,,
전남,영광군,51.0,
전남,장성군,,
전남,완도군,20.0,
전남,진도군,57.0,
전남,신안군,,
경북,계,5.0,854.0
경북,포항시,631.0,
경북,경주시,114.0,
경북,김천시,60.0,
경북,안동시,364.0,
경북,구미시,1.0,933.0
경북,영주시,233.0,
경북,영천시,67.0,
경북,상주시,27.0,
경북,문경시,0.0,
경북,경산시,1.0,621.0
경북,군위군,,
경북,의성군,98.0,
경북,청송군,,
경북,영양군,,
경북,영덕군,,
경북,청도군,,
경북,고령군,329.0,
경북,성주군,,
경북,칠곡군,356.0,
경북,예천군,21.0,
경북,봉화군,,
경북,울진군,,
경북,울릉군,,
경남,계,11.0,328.0
경남,창원시,5.0,
경남,마산시,904.0,
경남,진주시,973.0,
경남,진해시,1.0,154.0
경남,통영시,59.0,
경남,사천시,57.0,
경남,김해시,3.0,346.0
경남,밀양시,108.0,
경남,거제시,1.0,811.0
경남,양산시,2.0,598.0
경남,의령군,0.0,
경남,함안군,220.0,
경남,창녕군,76.0,
경남,고성군,0.0,
경남,남해군,0.0,
경남,하동군,0.0,
경남,산청군,0.0,
경남,함양군,0.0,
경남,거창군,0.0,
경남,합천군,17.0,
제주,계,188.0,
제주,제주시,153.0,
제주,서귀포시,35.0,
서울,계,685.0,
서울,종로구,,
서울,중구,,
서울,용산구,,
서울,성동구,,
서울,광진구,187.0,
서울,동대문구,,
서울,중랑구,,
서울,성북구,404.0,
서울,강북구,,
서울,도봉구,,
서울,노원구,,
서울,은평구,,
서울,서대문구,,
서울,마포구,,
서울,양천구,94.0,
서울,강서구,,
서울,구로구,,
서울,금천구,,
서울,영등포구,,
서울,동작구,,
서울,관악구,,
서울,서초구,,
서울,강남구,,
서울,송파구,,
서울,강동구,,
부산,계,8.0,74.0
부산,중구,5.0,
부산,서구,13.0,
부산,동구,38.0,
부산,영도구,156.0,
부산,부산진구,450.0,
부산,동래구,360.0,
부산,남구,486.0,
부산,북구,535.0,
부산,해운대구,410.0,
부산,사하구,533.0,
부산,금정구,735.0,
부산,강서구,1.0,373.0
부산,연제구,418.0,
부산,수영구,335.0,
부산,사상구,13.0,
부산,기장군,2.0,214.0
대구,계,9.0,9.0
대구,중구,189.0,
대구,동구,1.0,89.0
대구,서구,240.0,
대구,남구,270.0,
대구,북구,767.0,
대구,수성구,2.0,437.0
대구,달서구,2.0,982.0
대구,달성군,1.0,35.0
인천,계,219.0,
인천,중구,0.0,
인천,동구,0.0,
인천,남구,0.0,
인천,연수구,0.0,
인천,남동구,15.0,
인천,부평구,38.0,
인천,계양구,2.0,
인천,서구,163.0,
인천,강화군,1.0,
인천,옹진군,,
광주,계,5.0,829.0
광주,동구,7.0,
광주,서구,500.0,
광주,남구,544.0,
광주,북구,997.0,
광주,광산구,3.0,781.0
대전,계,1.0,20.0
대전,동구,195.0,
대전,중구,437.0,
대전,서구,103.0,
대전,유성구,249.0,
대전,대덕구,36.0,
울산,계,1.0,521.0
울산,중구,68.0,
울산,남구,695.0,
울산,동구,22.0,
울산,북구,95.0,
울산,울주군,641.0,
경기,계,2.0,488.0
경기,수원시,73.0,
경기,성남시,0.0,
경기,의정부시,105.0,
경기,안양시,0.0,
경기,부천시,87.0,
경기,광명시,0.0,
경기,평택시,218.0,
경기,동두천시,3.0,
경기,안산시,0.0,
경기,고양시,0.0,
경기,과천시,0.0,
경기,구리시,21.0,
경기,남양주시,123.0,
경기,오산시,0.0,
경기,시흥시,25.0,
경기,군포시,0.0,
경기,의왕시,0.0,
경기,하남시,0.0,
경기,용인시,0.0,
경기,파주시,0.0,
경기,이천시,218.0,
경기,안성시,569.0,
경기,김포시,38.0,
경기,양주시,211.0,
경기,여주군,131.0,
경기,화성시,98.0,
경기,광주시,,
경기,연천군,337.0,
경기,포천시,231.0,
경기,가평군,,
경기,양평군,,
강원,계,5.0,460.0
강원,춘천시,1.0,486.0
강원,원주시,1.0,579.0
강원,강릉시,560.0,
강원,동해시,49.0,
강원,태백시,274.0,
강원,속초시,0.0,
강원,삼척시,328.0,
강원,홍천군,216.0,
강원,횡성군,5.0,
강원,영월군,0.0,
강원,평창군,497.0,
강원,정선군,0.0,
강원,철원군,311.0,
강원,화천군,,
강원,양구군,,
강원,인제군,40.0,
강원,고성군,115.0,
강원,양양군,,
충북,계,3.0,632.0
충북,청주시,1.0,573.0
충북,충주시,485.0,
충북,제천시,1.0,207.0
충북,청원군,127.0,
충북,보은군,0.0,
충북,옥천군,0.0,
충북,영동군,15.0,
충북,증평군,82.0,
충북,진천군,0.0,
충북,괴산군,0.0,
충북,음성군,63.0,
충북,단양군,80.0,
충남,계,8.0,250.0
충남,천안시,1.0,297.0
충남,공주시,340.0,
충남,보령시,853.0,
충남,아산시,1.0,92.0
충남,서산시,1.0,96.0
충남,논산시,26.0,
충남,계룡시,1.0,27.0
충남,금산군,66.0,
충남,연기군,929.0,
충남,부여군,0.0,
충남,서천군,0.0,
충남,청양군,0.0,
충남,홍성군,275.0,
충남,예산군,423.0,
충남,태안군,9.0,
충남,당진군,817.0,
전북,계,4.0,812.0
전북,전주시,689.0,
전북,군산시,2.0,338.0
전북,익산시,598.0,
전북,정읍시,0.0,
전북,남원시,78.0,
전북,김제시,0.0,
전북,완주군,712.0,
전북,진안군,0.0,
전북,무주군,52.0,
전북,장수군,,
전북,임실군,197.0,
전북,순창군,23.0,
전북,고창군,,
전북,부안군,125.0,
전남,계,4.0,664.0
전남,목포시,1.0,576.0
전남,여수시,686.0,
전남,순천시,1.0,453.0
전남,나주시,389.0,
전남,광양시,125.0,
전남,담양군,0.0,
전남,곡성군,0.0,
전남,구례군,30.0,
전남,고흥군,21.0,
전남,보성군,0.0,
전남,화순군,0.0,
전남,장흥군,,
전남,강진군,23.0,
전남,해남군,30.0,
전남,영암군,74.0,
전남,무안군,146.0,
전남,함평군,,
전남,영광군,,
전남,장성군,,
전남,완도군,10.0,
전남,진도군,50.0,
전남,신안군,,
경북,계,5.0,419.0
경북,포항시,612.0,
경북,경주시,109.0,
경북,김천시,56.0,
경북,안동시,400.0,
경북,구미시,1.0,867.0
경북,영주시,213.0,
경북,영천시,66.0,
경북,상주시,26.0,
경북,문경시,0.0,
경북,경산시,1.0,595.0
경북,군위군,,
경북,의성군,98.0,
경북,청송군,,
경북,영양군,,
경북,영덕군,,
경북,청도군,,
경북,고령군,,
경북,성주군,,
경북,칠곡군,356.0,
경북,예천군,21.0,
경북,봉화군,,
경북,울진군,,
경북,울릉군,,
경남,계,12.0,149.0
경남,창원시,288.0,
경남,마산시,1.0,109.0
경남,진주시,1.0,489.0
경남,진해시,1.0,144.0
경남,통영시,59.0,
경남,사천시,52.0,
경남,김해시,3.0,300.0
경남,밀양시,104.0,
경남,거제시,1.0,798.0
경남,양산시,2.0,504.0
경남,의령군,0.0,
경남,함안군,211.0,
경남,창녕군,76.0,
경남,고성군,0.0,
경남,남해군,0.0,
경남,하동군,0.0,
경남,산청군,0.0,
경남,함양군,0.0,
경남,거창군,0.0,
경남,합천군,15.0,
